NS_SA_ID,NS_ETAB_ID,TE_STRUCTURE,CO_DEGRE_SPEC,CO_ANNEE_ETUDES,CO_OPTION,TE_INTITULE,DT_DEBUT,DT_FIN,DT_EXPIRATION,TE_STATUT,NS_PARAM_ID_SA,NS_OBJ_ID_DEGR_SPEC,NS_OBJ_ID_ANNEE_ETUDE,NS_OBJ_ID_SA,NS_PARAM_ID_STATUT
227150,1415,Option de base groupée,1 D3 TQ,1 D3 6 TQ,7212,TECHNICIEN/TECHNICIENNE DE BUREAU,2020-09-01,9999-12-31,,En cours,6022,58,134,897,6030
227151,1689,Option de base simple,1 D3 G,1 D3 5 G,3101,MATHEMATIQUE,2020-01-15,9999-12-31,,En cours,6023,56,121,1629,6030
227152,1689,Option de base simple,1 D3 G,1 D3 6 G,3101,MATHEMATIQUE,2020-01-15,9999-12-31,,En cours,6023,56,122,1629,6030
227153,95331,Option de base groupée,1 D3 P,1 D3 6 P,2707,CARROSSIER/CARROSSIERE,2020-09-01,9999-12-31,,En cours,6022,57,127,745,6030
227158,2824,Option de base groupée,1 D2 P,1 D2 3 P,3303,CONSTRUCTION-GROS OEUVRE,2020-09-01,9999-12-31,,En cours,6022,50,107,800,6030
227159,2824,Option de base groupée,1 D2 P,1 D2 4 P,3303,CONSTRUCTION-GROS OEUVRE,2020-09-01,9999-12-31,,En cours,6022,50,108,800,6030
227160,2824,Option de base groupée,1 DQ,1 DQ 4 P,4131,RESTAURATEUR/RESTAURATRICE,2020-09-01,9999-12-31,,En cours,6022,8801,8802,8872,6030
227165,3120,Option de base groupée,1 D3 TT,1 D3 5 TT,9107,SCIENCES APPLIQUEES,2020-01-15,9999-12-31,,En cours,6022,59,136,947,6030
227166,3120,Option de base groupée,1 D3 TT,1 D3 6 TT,9107,SCIENCES APPLIQUEES,2020-01-15,9999-12-31,,En cours,6022,59,137,947,6030
227167,40,Option de base groupée,R DQ,R DQ 4 P,2334,MECANICIEN/MECANICIENNE D'ENTRETIEN AUTOMOBILE,2020-01-15,9999-12-31,,En cours,6022,8863,8864,8870,6030
227177,37,Option de base groupée,1 DQ,1 DQ 4 P,4131,RESTAURATEUR/RESTAURATRICE,2020-09-01,2021-08-31,,En dérogation,6022,8801,8802,8872,6036
227178,1230,Option de base groupée,1 D2 TQ,1 D2 3 TQ,7406,SECRETARIAT-TOURISME,2020-09-01,2021-08-31,,En dérogation,6022,51,109,901,6036
227179,1230,Option de base groupée,1 D2 TQ,1 D2 4 TQ,7406,SECRETARIAT-TOURISME,2020-09-01,2021-08-31,,En dérogation,6022,51,110,901,6036
227181,1230,Option de base groupée,1 D3 P,1 D3 5 P,8123,AIDE FAMILIAL/AIDE FAMILIALE,2020-09-01,2021-08-31,,En dérogation,6022,57,126,916,6036
227189,1527,Option de base groupée,1 D3 TT,1 D3 5 TT,9113,INFORMATIQUE,2020-09-01,2021-08-31,,En dérogation,6022,59,136,950,6036
227192,1698,Option de base simple,1 D3 G,1 D3 5 G,2926,GREC,2020-09-01,2021-08-31,,En dérogation,6023,56,121,1450,6036
227194,1698,Option de base simple,1 D3 G,1 D3 6 G,2926,GREC,2020-09-01,2021-08-31,,En dérogation,6023,56,122,1450,6036
227196,1826,Option de base groupée,R D3 TQ,R D3 7 TQ,2414,COMPLEMENT EN PRODUCTIQUE,2020-09-01,2021-08-31,,En dérogation,6022,61,144,709,6036
227202,1898,Option de base simple,1 D3 G,1 D3 5 G,2652,SCIENCES ECONOMIQUES,2020-09-01,2021-08-31,,En dérogation,6023,56,121,1822,6036
227204,1898,Option de base simple,1 D3 G,1 D3 6 G,2652,SCIENCES ECONOMIQUES,2020-09-01,2021-08-31,,En dérogation,6023,56,122,1822,6036
227205,1898,Option de base groupée,1 D3 P,1 D3 6 P,2325,MECANICIEN/MECANICIENNE D'ENTRETIEN,2020-09-01,2021-08-31,,En fermeture progressive,6022,57,127,699,6035
227207,1997,Option de base simple,1 D2 G,1 D2 3 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2020-09-01,2021-08-31,,En dérogation,6023,49,105,2726,6036
227208,1997,Option de base simple,1 D2 G,1 D2 4 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2020-09-01,2021-08-31,,En dérogation,6023,49,106,2726,6036
227210,1997,Option de base simple,1 D2 G,1 D2 3 G,2814,LATIN,2020-09-01,2021-08-31,,En dérogation,6023,49,105,1607,6036
227212,1997,Option de base simple,1 D2 G,1 D2 4 G,2814,LATIN,2020-09-01,2021-08-31,,En dérogation,6023,49,106,1607,6036
227218,1997,Option de base simple,1 D3 G,1 D3 6 G,3101,MATHEMATIQUE,2020-09-01,2021-08-31,,En fermeture progressive,6023,56,122,1629,6035
227223,2027,Option de base simple,1 D2 G,1 D2 3 G,1379,EDUCATION ARTISTIQUE,2020-09-01,2021-08-31,,En dérogation,6023,49,105,2728,6036
227225,2027,Option de base simple,1 D2 G,1 D2 4 G,1379,EDUCATION ARTISTIQUE,2020-09-01,2021-08-31,,En dérogation,6023,49,106,2728,6036
227227,2027,Option de base simple,1 D3 G,1 D3 5 G,1379,EDUCATION ARTISTIQUE,2020-09-01,2021-08-31,,En dérogation,6023,56,121,2728,6036
227229,2027,Option de base simple,1 D3 G,1 D3 6 G,1379,EDUCATION ARTISTIQUE,2020-09-01,2021-08-31,,En dérogation,6023,56,122,2728,6036
227234,2101,Option de base groupée,1 D3 P,1 D3 5 P,8123,AIDE FAMILIAL/AIDE FAMILIALE,2020-09-01,2021-08-31,,En dérogation,6022,57,126,916,6036
227236,2159,Option de base groupée,1 DQ,1 DQ 4 TQ,2333,TECHNICIEN/TECHNICIENNE EN SYSTEMES D'USINAGE,2020-09-01,2021-08-31,,En dérogation,6022,8801,8862,8868,6036
227240,2174,Option de base groupée,R DQ,R DQ 4 P,3429,MONTEUR/MONTEUSE EN CHAUFFAGE ET SANITAIRE,2020-09-01,2021-08-31,,En dérogation,6022,8863,8864,8871,6036
227242,2273,Option de base groupée,1 D2 TT,1 D2 3 TT,2309,SCIENTIFIQUE INDUSTRIELLE : ELECTROMECANIQUE,2020-09-01,2021-08-31,,En dérogation,6022,52,112,693,6036
227246,2344,Option de base groupée,1 DQ,1 DQ 4 TQ,2333,TECHNICIEN/TECHNICIENNE EN SYSTEMES D'USINAGE,2020-09-01,2021-08-31,,En dérogation,6022,8801,8862,8868,6036
227249,2462,Option de base groupée,1 D3 TT,1 D3 5 TT,6101,ARTS,2020-09-01,2021-08-31,,En dérogation,6022,59,136,860,6036
227250,2462,Option de base groupée,1 D3 TT,1 D3 6 TT,6101,ARTS,2020-09-01,2021-08-31,,En dérogation,6022,59,137,860,6036
227252,2462,Option de base groupée,1 D3 TT,1 D3 5 TT,9102,BIOTECHNIQUE,2020-09-01,2021-08-31,,En dérogation,6022,59,136,945,6036
227254,2462,Option de base groupée,1 D3 TT,1 D3 6 TT,9102,BIOTECHNIQUE,2020-09-01,2021-08-31,,En dérogation,6022,59,137,945,6036
227259,2541,Option de base groupée,1 D2 TQ,1 D2 3 TQ,7110,GESTION,2020-09-01,2021-08-31,,En dérogation,6022,51,109,888,6036
227261,2541,Option de base groupée,1 D2 TQ,1 D2 4 TQ,7110,GESTION,2020-09-01,2021-08-31,,En dérogation,6022,51,110,888,6036
227262,2544,Option de base groupée,1 D3 P,1 D3 5 P,8123,AIDE FAMILIAL/AIDE FAMILIALE,2020-09-01,2021-08-31,,En dérogation,6022,57,126,916,6036
227269,2636,Option de base simple,1 D2 G,1 D2 3 G,2652,SCIENCES ECONOMIQUES,2020-09-01,2021-08-31,,En dérogation,6023,49,105,1822,6036
227271,2636,Option de base simple,1 D2 G,1 D2 4 G,2652,SCIENCES ECONOMIQUES,2020-09-01,2021-08-31,,En dérogation,6023,49,106,1822,6036
227275,2680,Option de base groupée,1 D2 TQ,1 D2 3 TQ,9109,TECHNIQUES SCIENCES,2020-09-01,2021-08-31,,En dérogation,6022,51,109,948,6036
227276,2680,Option de base groupée,1 D2 TQ,1 D2 4 TQ,9109,TECHNIQUES SCIENCES,2020-09-01,2021-08-31,,En dérogation,6022,51,110,948,6036
227281,2712,Option de base groupée,1 D2 TQ,1 D2 3 TQ,9109,TECHNIQUES SCIENCES,2020-09-01,2021-08-31,,En dérogation,6022,51,109,948,6036
227282,2712,Option de base groupée,1 D2 TQ,1 D2 4 TQ,9109,TECHNIQUES SCIENCES,2020-09-01,2021-08-31,,En dérogation,6022,51,110,948,6036
227283,2712,Option de base simple,1 D3 G,1 D3 5 G,2652,SCIENCES ECONOMIQUES,2020-09-01,2021-08-31,,En dérogation,6023,56,121,1822,6036
227284,2712,Option de base simple,1 D3 G,1 D3 6 G,2652,SCIENCES ECONOMIQUES,2020-09-01,2021-08-31,,En dérogation,6023,56,122,1822,6036
227287,2793,Option de base groupée,1 D3 P,1 D3 5 P,2325,MECANICIEN/MECANICIENNE D'ENTRETIEN,2020-09-01,2021-08-31,,En dérogation,6022,57,126,699,6036
227290,2794,Option de base groupée,1 D2 TQ,1 D2 3 TQ,7110,GESTION,2020-09-01,2021-08-31,,En dérogation,6022,51,109,888,6036
227292,2794,Option de base groupée,1 D2 TQ,1 D2 4 TQ,7110,GESTION,2020-09-01,2021-08-31,,En dérogation,6022,51,110,888,6036
227296,2824,Option de base groupée,R DQ,R DQ 4 P,3311,MACON/MACONNE,2020-09-01,2021-08-31,,En dérogation,6022,8863,8864,8742,6036
227298,2824,Option de base groupée,1 DQ,1 DQ 4 P,3311,MACON/MACONNE,2020-09-01,2021-08-31,,En dérogation,6022,8801,8802,8742,6036
227304,2866,Option de base groupée,1 D3 TQ,1 D3 5 TQ,7212,TECHNICIEN/TECHNICIENNE DE BUREAU,2020-09-01,2021-08-31,,En dérogation,6022,58,132,897,6036
227306,2896,Option de base groupée,1 DQ,1 DQ 4 P,3311,MACON/MACONNE,2020-09-01,2021-08-31,,En dérogation,6022,8801,8802,8742,6036
227308,2896,Option de base groupée,1 D2 P,1 D2 3 P,2105,ELECTRICITE,2020-09-01,2021-08-31,,En dérogation,6022,50,107,681,6036
227310,2896,Option de base groupée,1 D2 P,1 D2 4 P,2105,ELECTRICITE,2020-09-01,2021-08-31,,En dérogation,6022,50,108,681,6036
227314,2977,Option de base simple,1 D3 G,1 D3 6 G,2926,GREC,2020-09-01,2021-08-31,,En dérogation,6023,56,122,1450,6036
227315,3001,Option de base groupée,1 D3 TT,1 D3 5 TT,7127,SCIENCES ECONOMIQUES APPLIQUEES,2020-09-01,2021-08-31,,En dérogation,6022,59,136,893,6036
227316,3001,Option de base groupée,1 D3 TT,1 D3 6 TT,7127,SCIENCES ECONOMIQUES APPLIQUEES,2020-09-01,2021-08-31,,En dérogation,6022,59,137,893,6036
227321,3157,Option de base groupée,1 D2 P,1 D2 3 P,5228,CONFECTION,2020-09-01,2021-08-31,,En dérogation,6022,50,107,852,6036
227322,3157,Option de base groupée,1 D2 P,1 D2 4 P,5228,CONFECTION,2020-09-01,2021-08-31,,En dérogation,6022,50,108,852,6036
227324,3157,Option de base groupée,1 D2 TQ,1 D2 3 TQ,5206,MODE ET HABILLEMENT,2020-09-01,2021-08-31,,En dérogation,6022,51,109,848,6036
227326,3157,Option de base groupée,1 D2 TQ,1 D2 4 TQ,5206,MODE ET HABILLEMENT,2020-09-01,2021-08-31,,En dérogation,6022,51,110,848,6036
227328,3157,Option de base groupée,1 D3 P,1 D3 5 P,5227,AGENT QUALIFIE/AGENTE QUALIFIEE EN CONFECTION,2020-09-01,2021-08-31,,En dérogation,6022,57,126,851,6036
227330,3236,Option de base groupée,1 D2 P,1 D2 3 P,2318,IMPRIMERIE,2020-09-01,2021-08-31,,En dérogation,6022,50,107,695,6036
227332,3236,Option de base groupée,1 D2 P,1 D2 4 P,2318,IMPRIMERIE,2020-09-01,2021-08-31,,En dérogation,6022,50,108,695,6036
227334,95332,Option de base groupée,R D2 P,R D2 3 P,4301,BOULANGERIE-PATISSERIE,2020-09-01,2021-08-31,,En dérogation,6022,53,115,841,6036
227336,95332,Option de base groupée,R D2 P,R D2 4 P,4301,BOULANGERIE-PATISSERIE,2020-09-01,2021-08-31,,En dérogation,6022,53,116,841,6036
227338,95332,Option de base groupée,1 D3 P,1 D3 5 P,2325,MECANICIEN/MECANICIENNE D'ENTRETIEN,2020-09-01,2021-08-31,,En dérogation,6022,57,126,699,6036
227342,95333,Option de base groupée,1 D3 TQ,1 D3 5 TQ,2410,MECANICIEN AUTOMATICIEN/MECANICIENNE AUTOMATICIENNE,2020-09-01,2021-08-31,,En dérogation,6022,58,132,707,6036
227349,95344,Option de base groupée,1 D3 TQ,1 D3 5 TQ,2409,ELECTRICIEN AUTOMATICIEN/ELECTRICIENNE AUTOMATICIENNE,2020-09-01,2021-08-31,,En dérogation,6022,58,132,706,6036
227351,33,Option de base groupée,1 D2 TQ,1 D2 3 TQ,2505,MECANIQUE AUTOMOBILE,2020-09-01,9999-12-31,,En cours,6022,51,109,712,6030
227352,33,Option de base groupée,1 D2 TQ,1 D2 4 TQ,2505,MECANIQUE AUTOMOBILE,2020-09-01,9999-12-31,,En cours,6022,51,110,712,6030
227362,124,Option de base simple,1 D3 G,1 D3 6 G,6101,SCIENCES,2020-01-15,9999-12-31,,En cours,6023,56,122,2493,6030
227363,124,Option de base simple,1 D3 G,1 D3 5 G,6101,SCIENCES,2020-01-15,9999-12-31,,En cours,6023,56,121,2493,6030
227379,288,Option de base groupée,1 D2 TQ,1 D2 4 TQ,4111,RESTAURATION,2020-01-15,9999-12-31,,En cours,6022,51,110,824,6030
227380,288,Option de base groupée,1 D2 TQ,1 D2 3 TQ,4111,RESTAURATION,2020-01-15,9999-12-31,,En cours,6022,51,109,824,6030
227383,428,Option de base groupée,1 DQ,1 DQ 4 P,3311,MACON/MACONNE,2020-01-15,9999-12-31,,En cours,6022,8801,8802,8742,6030
227384,465,Option de base simple,1 D2 G,1 D2 4 G,3926,GREC 2H,2020-09-01,9999-12-31,,En cours,6023,49,106,2441,6030
227385,465,Option de base simple,1 D2 G,1 D2 3 G,3926,GREC 2H,2020-09-01,9999-12-31,,En cours,6023,49,105,2441,6030
227402,209,Option de base groupée,1 D3 TQ,1 D3 5 TQ,2410,MECANICIEN AUTOMATICIEN/MECANICIENNE AUTOMATICIENNE,2020-09-01,2021-08-31,,En dérogation,6022,58,132,707,6036
227404,288,Option de base groupée,R DQ,R DQ 4 P,3135,MENUISIER/MENUISIERE D'INTERIEUR ET D'EXTERIEUR,2020-09-01,2021-08-31,,En dérogation,6022,8863,8864,3347,6036
227410,347,Option de base groupée,1 D3 P,1 D3 5 P,5231,VENDEUR RETOUCHEUR/VENDEUSE RETOUCHEUSE,2020-09-01,2021-08-31,,En dérogation,6022,57,126,853,6036
227412,388,Option de base groupée,1 D3 TQ,1 D3 5 TQ,8203,ASPIRANT/ASPIRANTE EN NURSING,2020-09-01,2021-08-31,,En dérogation,6022,58,132,917,6036
227422,2865,Option de base groupée,1 D3 TQ,1 D3 6 TQ,2409,ELECTRICIEN AUTOMATICIEN/ELECTRICIENNE AUTOMATICIENNE,2020-09-01,2021-08-31,,En fermeture progressive,6022,58,134,706,6035
227436,591,Option de base groupée,1 D3 TQ,1 D3 5 TQ,2410,MECANICIEN AUTOMATICIEN/MECANICIENNE AUTOMATICIENNE,2020-01-15,9999-12-31,,En cours,6022,58,132,707,6030
227437,591,Option de base groupée,1 D2 P,1 D2 3 P,8108,SERVICES SOCIAUX,2020-01-15,9999-12-31,,En cours,6022,50,107,909,6030
227438,591,Option de base groupée,1 D2 P,1 D2 4 P,8108,SERVICES SOCIAUX,2020-01-15,9999-12-31,,En cours,6022,50,108,909,6030
227442,923,Option de base groupée,1 D2 P,1 D2 3 P,3416,EQUIPEMENT DU BATIMENT,2020-01-15,9999-12-31,,En cours,6022,50,107,806,6030
227443,923,Option de base groupée,1 D2 P,1 D2 4 P,3416,EQUIPEMENT DU BATIMENT,2020-01-15,9999-12-31,,En cours,6022,50,108,806,6030
227446,967,Option de base groupée,1 D2 TT,1 D2 3 TT,8107,SCIENCES SOCIALES ET EDUCATIVES,2020-01-15,9999-12-31,,En cours,6022,52,112,908,6030
227447,967,Option de base groupée,1 D2 TT,1 D2 4 TT,8107,SCIENCES SOCIALES ET EDUCATIVES,2020-01-15,9999-12-31,,En cours,6022,52,113,908,6030
227448,980,Option de base groupée,1 D2 TQ,1 D2 3 TQ,6111,TECHNIQUES ARTISTIQUES,2020-01-15,9999-12-31,,En cours,6022,51,109,863,6030
227449,980,Option de base groupée,1 D2 TQ,1 D2 4 TQ,6111,TECHNIQUES ARTISTIQUES,2020-01-15,9999-12-31,,En cours,6022,51,110,863,6030
227450,980,Option de base groupée,1 D2 TQ,1 D2 3 TQ,7406,SECRETARIAT-TOURISME,2020-01-15,9999-12-31,,En cours,6022,51,109,901,6030
227451,980,Option de base groupée,1 D2 TQ,1 D2 4 TQ,7406,SECRETARIAT-TOURISME,2020-01-15,9999-12-31,,En cours,6022,51,110,901,6030
227452,980,Option de base groupée,1 D3 P,1 D3 5 P,8207,PUERICULTURE,2020-01-15,9999-12-31,,En cours,6022,57,126,919,6030
227457,1206,Option de base groupée,1 D2 P,1 D2 3 P,2315,MECANIQUE POLYVALENTE,2020-01-15,9999-12-31,,En cours,6022,50,107,694,6030
227458,1206,Option de base groupée,1 D2 P,1 D2 4 P,2315,MECANIQUE POLYVALENTE,2020-01-15,9999-12-31,,En cours,6022,50,108,694,6030
227469,1414,Option de base groupée,1 D2 TT,1 D2 3 TT,9107,SCIENCES APPLIQUEES,2020-01-15,9999-12-31,,En cours,6022,52,112,947,6030
227470,1414,Option de base groupée,1 D2 TT,1 D2 4 TT,9107,SCIENCES APPLIQUEES,2020-01-15,9999-12-31,,En cours,6022,52,113,947,6030
227477,1508,Option de base groupée,1 DQ,1 DQ 4 P,3520,PEINTRE DECORATEUR/PEINTRE DECORATRICE,2020-01-15,9999-12-31,,En cours,6022,8801,8802,3350,6030
227481,1736,Option de base groupée,1 D2 TQ,1 D2 3 TQ,2301,ELECTROMECANIQUE,2020-01-15,9999-12-31,,En cours,6022,51,109,692,6030
227482,1736,Option de base groupée,1 D2 TQ,1 D2 4 TQ,2301,ELECTROMECANIQUE,2020-01-15,9999-12-31,,En cours,6022,51,110,692,6030
227489,1779,Option de base groupée,R DQ,R DQ 4 P,3311,MACON/MACONNE,2020-01-15,9999-12-31,,En cours,6022,8863,8864,8742,6030
227501,2011,Option de base groupée,1 D3 TQ,1 D3 5 TQ,6210,TECHNICIEN/TECHNICIENNE EN INFOGRAPHIE,2020-01-15,9999-12-31,,En maintien 1ère année (M1),6022,58,132,869,6031
227502,2017,Option de base groupée,1 D2 P,1 D2 3 P,4203,BOUCHERIE-CHARCUTERIE,2020-01-15,9999-12-31,,En cours,6022,50,107,838,6030
227503,2017,Option de base groupée,1 D2 P,1 D2 4 P,4203,BOUCHERIE-CHARCUTERIE,2020-01-15,9999-12-31,,En cours,6022,50,108,838,6030
227504,2017,Option de base groupée,R D2 P,R D2 3 P,4203,BOUCHERIE-CHARCUTERIE,2020-01-15,9999-12-31,,En cours,6022,53,115,838,6030
227505,2017,Option de base groupée,R D2 P,R D2 4 P,4203,BOUCHERIE-CHARCUTERIE,2020-01-15,9999-12-31,,En cours,6022,53,116,838,6030
227508,2040,Option de base groupée,1 D2 P,1 D2 3 P,5228,CONFECTION,2020-01-15,9999-12-31,,En cours,6022,50,107,852,6030
227509,2040,Option de base groupée,1 D2 P,1 D2 4 P,5228,CONFECTION,2020-01-15,9999-12-31,,En cours,6022,50,108,852,6030
227538,3192,Option de base groupée,1 D3 TQ,1 D3 5 TQ,7212,TECHNICIEN/TECHNICIENNE DE BUREAU,2020-01-15,9999-12-31,,En cours,6022,58,132,897,6030
227539,5381,Option de base simple,1 D3 G,1 D3 5 G,2664,SCIENCES SOCIALES,2020-01-15,9999-12-31,,En cours,6023,56,121,1831,6030
227540,5381,Option de base simple,1 D3 G,1 D3 6 G,2664,SCIENCES SOCIALES,2020-01-15,9999-12-31,,En cours,6023,56,122,1831,6030
227543,95194,Option de base groupée,1 DQ,1 DQ 4 P,3311,MACON/MACONNE,2020-01-15,9999-12-31,,En cours,6022,8801,8802,8742,6030
227546,910,Option de base groupée,1 DQ,1 DQ 4 P,4131,RESTAURATEUR/RESTAURATRICE,2020-01-15,9999-12-31,,En cours,6022,8801,8802,8872,6030
227549,921,Option de base simple,1 D2 G,1 D2 3 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2020-01-15,9999-12-31,,En cours,6023,49,105,2726,6030
227550,921,Option de base simple,1 D2 G,1 D2 4 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2020-01-15,9999-12-31,,En cours,6023,49,106,2726,6030
227551,932,Option de base groupée,1 D3 TQ,1 D3 5 TQ,9308,ASSISTANT/ASSISTANTE PHARMACEUTICO-TECHNIQUE,2020-09-01,9999-12-31,,En cours,6022,58,132,956,6030
227553,936,Option de base groupée,1 D2 TT,1 D2 4 TT,6101,ARTS,2020-09-01,2021-08-31,,En fermeture progressive,6022,52,113,860,6035
227554,940,Option de base groupée,1 D2 TQ,1 D2 3 TQ,7110,GESTION,2020-09-01,9999-12-31,,En cours,6022,51,109,888,6030
227555,940,Option de base groupée,1 D2 TQ,1 D2 4 TQ,7110,GESTION,2020-09-01,9999-12-31,,En cours,6022,51,110,888,6030
227556,940,Option de base simple,1 D3 G,1 D3 5 G,6101,SCIENCES,2020-09-01,9999-12-31,,En cours,6023,56,121,2493,6030
227557,940,Option de base simple,1 D3 G,1 D3 6 G,6101,SCIENCES,2020-09-01,9999-12-31,,En cours,6023,56,122,2493,6030
227558,940,Option de base groupée,1 D3 P,1 D3 5 P,2325,MECANICIEN/MECANICIENNE D'ENTRETIEN,2020-01-15,9999-12-31,,En cours,6022,57,126,699,6030
227559,950,Option de base simple,1 D3 G,1 D3 5 G,3101,MATHEMATIQUE,2020-09-01,9999-12-31,,En cours,6023,56,121,1629,6030
227560,950,Option de base simple,1 D3 G,1 D3 6 G,3101,MATHEMATIQUE,2020-09-01,9999-12-31,,En cours,6023,56,122,1629,6030
227561,950,Option de base groupée,1 D3 TQ,1 D3 5 TQ,2409,ELECTRICIEN AUTOMATICIEN/ELECTRICIENNE AUTOMATICIENNE,2020-09-01,9999-12-31,,En cours,6022,58,132,706,6030
227563,1045,Option de base groupée,R D2 P,R D2 4 P,8108,SERVICES SOCIAUX,2020-01-15,9999-12-31,,En cours,6022,53,116,909,6030
227565,1045,Option de base groupée,1 DQ,1 DQ 4 P,2115,INSTALLATEUR ELECTRICIEN/INSTALLATRICE ELECTRICIENNE,2020-01-15,9999-12-31,,En cours,6022,8801,8802,8867,6030
227566,1045,Option de base groupée,1 D2 P,1 D2 4 P,3303,CONSTRUCTION-GROS OEUVRE,2020-01-15,9999-12-31,,En cours,6022,50,108,800,6030
227567,1045,Option de base groupée,1 D2 P,1 D2 3 P,3303,CONSTRUCTION-GROS OEUVRE,2020-01-15,9999-12-31,,En cours,6022,50,107,800,6030
227568,1045,Option de base groupée,R D2 P,R D2 3 P,8108,SERVICES SOCIAUX,2020-01-15,9999-12-31,,En cours,6022,53,115,909,6030
227569,1250,Option de base groupée,1 D3 P,1 D3 5 P,2625,METALLIER SOUDEUR/METALLIERE SOUDEUSE,2020-01-15,9999-12-31,,En cours,6022,57,126,730,6030
227570,3047,Option de base groupée,1 D2 TQ,1 D2 4 TQ,7110,GESTION,2020-01-15,9999-12-31,,En cours,6022,51,110,888,6030
227571,3047,Option de base groupée,1 D2 TQ,1 D2 3 TQ,7110,GESTION,2020-01-15,9999-12-31,,En cours,6022,51,109,888,6030
227572,3047,Option de base groupée,1 D2 TQ,1 D2 3 TQ,6111,TECHNIQUES ARTISTIQUES,2020-09-01,9999-12-31,,En cours,6022,51,109,863,6030
227573,3047,Option de base groupée,1 D2 TQ,1 D2 4 TQ,6111,TECHNIQUES ARTISTIQUES,2020-09-01,9999-12-31,,En cours,6022,51,110,863,6030
227574,3047,Option de base groupée,1 D3 TQ,1 D3 5 TQ,6210,TECHNICIEN/TECHNICIENNE EN INFOGRAPHIE,2020-01-15,9999-12-31,,En cours,6022,58,132,869,6030
227575,2417,Option de base groupée,R D3 P,R D3 5 P,1403,AGENT QUALIFIE/AGENTE QUALIFIEE DANS LES METIERS DU CHEVAL,2020-01-15,9999-12-31,,En cours,6022,60,138,670,6030
227576,2417,Option de base groupée,1 D3 P,1 D3 5 P,8123,AIDE FAMILIAL/AIDE FAMILIALE,2020-01-15,9999-12-31,,En cours,6022,57,126,916,6030
227577,3007,Option de base groupée,1 D3 TQ,1 D3 5 TQ,2213,TECHNICIEN/TECHNICIENNE EN INFORMATIQUE,2020-01-15,9999-12-31,,En cours,6022,58,132,686,6030
227578,3007,Option de base groupée,1 D2 TQ,1 D2 3 TQ,2505,MECANIQUE AUTOMOBILE,2020-01-15,9999-12-31,,En cours,6022,51,109,712,6030
227579,565,Option de base simple,1 D3 G,1 D3 6 G,6101,SCIENCES,2020-01-15,9999-12-31,,En cours,6023,56,122,2493,6030
227580,565,Option de base simple,1 D3 G,1 D3 5 G,6101,SCIENCES,2020-01-15,9999-12-31,,En cours,6023,56,121,2493,6030
227581,565,Option de base groupée,1 DQ,1 DQ 4 P,2115,INSTALLATEUR ELECTRICIEN/INSTALLATRICE ELECTRICIENNE,2020-01-15,2022-01-14,,En cours,6022,8801,8802,8867,6030
227585,680,Option de base groupée,1 D3 TQ,1 D3 5 TQ,2409,ELECTRICIEN AUTOMATICIEN/ELECTRICIENNE AUTOMATICIENNE,2020-01-15,9999-12-31,,En cours,6022,58,132,706,6030
227587,712,Option de base groupée,R DQ,R DQ 4 P,3311,MACON/MACONNE,2020-01-15,9999-12-31,,En cours,6022,8863,8864,8742,6030
227588,1781,Option de base groupée,1 DQ,1 DQ 4 P,3135,MENUISIER/MENUISIERE D'INTERIEUR ET D'EXTERIEUR,2020-01-15,9999-12-31,,En cours,6022,8801,8802,3347,6030
227591,2361,Option de base simple,1 D2 G,1 D2 4 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2020-01-15,9999-12-31,,En cours,6023,49,106,1271,6030
227592,2361,Option de base simple,1 D2 G,1 D2 3 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2020-01-15,9999-12-31,,En cours,6023,49,105,1271,6030
227594,2365,Option de base simple,1 D3 G,1 D3 6 G,3101,MATHEMATIQUE,2020-01-15,9999-12-31,,En cours,6023,56,122,1629,6030
227595,2365,Option de base simple,1 D3 G,1 D3 5 G,3101,MATHEMATIQUE,2020-01-15,9999-12-31,,En cours,6023,56,121,1629,6030
227597,2805,Option de base simple,1 D2 G,1 D2 4 G,2664,SCIENCES SOCIALES,2020-01-15,9999-12-31,,En cours,6023,49,106,1831,6030
227598,2805,Option de base simple,1 D2 G,1 D2 3 G,2664,SCIENCES SOCIALES,2020-01-15,9999-12-31,,En cours,6023,49,105,1831,6030
227601,2805,Option de base groupée,1 D3 TQ,1 D3 5 TQ,7124,TECHNICIEN/TECHNICIENNE EN COMPTABILITE,2020-01-15,9999-12-31,,En cours,6022,58,132,891,6030
227602,2826,Option de base groupée,1 D3 TQ,1 D3 5 TQ,2409,ELECTRICIEN AUTOMATICIEN/ELECTRICIENNE AUTOMATICIENNE,2020-01-15,9999-12-31,,En cours,6022,58,132,706,6030
227603,2826,Option de base groupée,1 DQ,1 DQ 4 P,8328,COIFFEUR/COIFFEUSE,2020-01-15,9999-12-31,,En cours,6022,8801,8802,8874,6030
227604,2865,Option de base groupée,1 D2 TQ,1 D2 4 TQ,8120,TECHNIQUES SOCIALES ET D'ANIMATION,2020-01-15,9999-12-31,,En cours,6022,51,110,913,6030
